unit_id,file_id,heading_path,part,start_line,end_line,line_count,scene,scene_requested,scene_document_prior,scene_routing_decision,scene_routing_policy_sha256,scene_routing_policy_revision,scene_routing_top_score,scene_routing_margin,voice_profile_id,voice_profile_revision,voice_profile_confidence,voice_profile_kind,voice_profile_source,voice_profile_binding_scene,voice_profile_sha256,voice_default_disclosure,chunk_binding_sha256,mode,intensity,structural_plan_status,structural_semantic_review_status,paired_quality_review_status,rewrite_intent_status,transaction_id,transaction_status,owner_chunk,context_before_unit,context_after_unit,author_chars,protected_spans,status,hash_before,hash_after,diff_path,protected_hashes_ok,style_validation,notes,unresolved_codes_json
U-39e075ee6a84,F00001,一等奖论文A053学习分析 / 五个分问的思路怎样连起来,1,283,297,15,RESEARCH,RESEARCH,,EXPLICIT,7f4919b7df6aee03bb93b0f9f20cfe5d7a5724e2297e404dcfa0980fe474cebb,5,0,0,scene-default-research,1,DEFAULT,DEFAULT,SCENE_DEFAULT,RESEARCH,18887ba292c25e48d8f9fc598e1a33fa721d1fa8795b3d78f9964af0773b39e0,True,43f4569b022e563d31dcace7c3d1fd3211941090cadc8dabb212ae05307f066e,REWRITE,BALANCED,NOT_APPLICABLE,NOT_ISSUED,PENDING_EXTERNAL_REVIEW,PASS,,,U-39e075ee6a84,U-67bd7c53383e,U-a4499fc9bfbc,295,10,DONE,1642c6c297cccd31169ef2a71cbc3c105e3b94c458e3aff5f80b72e35053f82a,2823f3ac73261fcaae652bbda5b0c9614082277db7c016ff02f69e627e5bc201,diffs\U-39e075ee6a84.diff,PASS,PASS,,[]
U-a4499fc9bfbc,F00001,一等奖论文A053学习分析 / 最值得模仿的段落组织,1,298,299,2,RESEARCH,RESEARCH,,EXPLICIT,7f4919b7df6aee03bb93b0f9f20cfe5d7a5724e2297e404dcfa0980fe474cebb,5,0,0,scene-default-research,1,DEFAULT,DEFAULT,SCENE_DEFAULT,RESEARCH,18887ba292c25e48d8f9fc598e1a33fa721d1fa8795b3d78f9964af0773b39e0,True,55a404c73a68ea1e3d814a216eb28939bf8d750c9511a17c1603b4cc4c0e08ec,REWRITE,BALANCED,NOT_RUN,,,,,,U-a4499fc9bfbc,U-39e075ee6a84,U-49a4f84db22d,0,1,SKIPPED_PROTECTED,db0f357f34fc00d35a37e2f5e9bd96696831be9a758b198e84ada83e3981fafc,,,NOT_RUN,NOT_RUN,,[]
U-49a4f84db22d,F00001,一等奖论文A053学习分析 / 最值得模仿的段落组织 / 从局部关系写到全局运动。,1,300,304,5,RESEARCH,RESEARCH,,EXPLICIT,7f4919b7df6aee03bb93b0f9f20cfe5d7a5724e2297e404dcfa0980fe474cebb,5,0,0,scene-default-research,1,DEFAULT,DEFAULT,SCENE_DEFAULT,RESEARCH,18887ba292c25e48d8f9fc598e1a33fa721d1fa8795b3d78f9964af0773b39e0,True,97748dbf9851e727c5d99afef8df888355f9fe204156f2f4dd53f0908a91efdf,REWRITE,BALANCED,NOT_APPLICABLE,NOT_ISSUED,PENDING_EXTERNAL_REVIEW,PASS,,,U-49a4f84db22d,U-a4499fc9bfbc,U-a4b15861068f,87,2,DONE,8169f2768a0ec3927335a77dd0ea54855c7ec2ff699c3b9c07ba08e28e98070d,8bf64532a5c39afe6c638d1b33f3c8ae69030cbe2230e6087ad63bcbd9f257d5,diffs\U-49a4f84db22d.diff,PASS,PASS,,[]
U-a4b15861068f,F00001,一等奖论文A053学习分析 / 最值得模仿的段落组织 / 先证明检查范围不会漏，再缩小程序。,1,305,309,5,RESEARCH,RESEARCH,,EXPLICIT,7f4919b7df6aee03bb93b0f9f20cfe5d7a5724e2297e404dcfa0980fe474cebb,5,0,0,scene-default-research,1,DEFAULT,DEFAULT,SCENE_DEFAULT,RESEARCH,18887ba292c25e48d8f9fc598e1a33fa721d1fa8795b3d78f9964af0773b39e0,True,3caa140707c777d6b57118acd0359699cf3c50434859c081342f58aa4e96c59f,REWRITE,BALANCED,NOT_APPLICABLE,NOT_ISSUED,PENDING_EXTERNAL_REVIEW,PASS,,,U-a4b15861068f,U-49a4f84db22d,U-351e32fb5a23,101,3,DONE,f525355bcedc66e3f6a618aeebab4aa27d82084a794df86cbed08cc00cd748c6,89afb10965204307347cc4befeaf89df078bd241c620642a2a29b070d22cabe8,diffs\U-a4b15861068f.diff,PASS,PASS,,[]
U-351e32fb5a23,F00001,一等奖论文A053学习分析 / 最值得模仿的段落组织 / 用反例裁决简化方案。,1,310,314,5,RESEARCH,RESEARCH,,EXPLICIT,7f4919b7df6aee03bb93b0f9f20cfe5d7a5724e2297e404dcfa0980fe474cebb,5,0,0,scene-default-research,1,DEFAULT,DEFAULT,SCENE_DEFAULT,RESEARCH,18887ba292c25e48d8f9fc598e1a33fa721d1fa8795b3d78f9964af0773b39e0,True,6cb23c0ab87c2b01f9d76bcaf8ab5c1a2988ab4a38b2189836de0e5ff78aef17,REWRITE,BALANCED,NOT_APPLICABLE,NOT_ISSUED,PENDING_EXTERNAL_REVIEW,PASS,,,U-351e32fb5a23,U-a4b15861068f,U-3852cd5e8be9,72,3,DONE,90d5969948f806bbbab37515f1ea0a32a76b163287b4bfbaa4130ed06d9e21fa,3e46b49962338685dc2f6b3090b2ba215a79582f15c56888490d8c2180a70726,diffs\U-351e32fb5a23.diff,PASS,PASS,,[]
U-3852cd5e8be9,F00001,一等奖论文A053学习分析 / 最值得模仿的段落组织 / 异常结果回到局部轨迹。,1,315,319,5,RESEARCH,RESEARCH,,EXPLICIT,7f4919b7df6aee03bb93b0f9f20cfe5d7a5724e2297e404dcfa0980fe474cebb,5,0,0,scene-default-research,1,DEFAULT,DEFAULT,SCENE_DEFAULT,RESEARCH,18887ba292c25e48d8f9fc598e1a33fa721d1fa8795b3d78f9964af0773b39e0,True,2211ce91dc41e7e8b78e32f9437724ddb27833d60f0c5e20cb9c7a12a37015dc,REWRITE,BALANCED,NOT_APPLICABLE,NOT_ISSUED,PENDING_EXTERNAL_REVIEW,PASS,,,U-3852cd5e8be9,U-351e32fb5a23,U-7e4d16fdaa9b,98,1,DONE,068aea6b02ec56dacbbc18f81cafdfa73d35570edd678974c03bafd11bd4e693,8bfbebf7e04dbecd796eb6fc2d35008337572f23842c2b8aebeb123374f3d0b6,diffs\U-3852cd5e8be9.diff,PASS,PASS,,[]
U-7e4d16fdaa9b,F00001,一等奖论文A053学习分析 / 本队形成的写作认识,1,320,326,7,RESEARCH,RESEARCH,,EXPLICIT,7f4919b7df6aee03bb93b0f9f20cfe5d7a5724e2297e404dcfa0980fe474cebb,5,0,0,scene-default-research,1,DEFAULT,DEFAULT,SCENE_DEFAULT,RESEARCH,18887ba292c25e48d8f9fc598e1a33fa721d1fa8795b3d78f9964af0773b39e0,True,137e5dbafb69729c5df7835333439148c6de458102ed27c68690cf5003f127f2,REWRITE,BALANCED,NOT_APPLICABLE,NOT_ISSUED,PENDING_EXTERNAL_REVIEW,PASS,,,U-7e4d16fdaa9b,U-3852cd5e8be9,U-4ea651e0f6c2,140,2,DONE,c99ccd5d63a473f7946fe015318892bac14fb4fd969b304e3bcf92d2c6358868,80792d81061010e53929016fc6bd6599f14a28866daf3e5fde28a065b2ffe3e7,diffs\U-7e4d16fdaa9b.diff,PASS,PASS,,[]
U-4ea651e0f6c2,F00001,本队论文写作模板,1,327,332,6,RESEARCH,RESEARCH,,EXPLICIT,7f4919b7df6aee03bb93b0f9f20cfe5d7a5724e2297e404dcfa0980fe474cebb,5,0,0,scene-default-research,1,DEFAULT,DEFAULT,SCENE_DEFAULT,RESEARCH,18887ba292c25e48d8f9fc598e1a33fa721d1fa8795b3d78f9964af0773b39e0,True,c6911c96f253465a5952a8c23e99324ca47ca0e32781477ca90c7c62ab8290b4,REWRITE,BALANCED,NOT_APPLICABLE,NOT_ISSUED,PENDING_EXTERNAL_REVIEW,PASS,,,U-4ea651e0f6c2,U-7e4d16fdaa9b,U-404f050b5eb9,77,2,DONE,a61caed4dd85c704e2029df3e945eece384959f45cf48053a2aaaf731dd6f2fb,a6306166a931e325976176d2c4eba59888a2d3730bd41533dd9f75e07146a9ec,diffs\U-4ea651e0f6c2.diff,PASS,PASS,,[]
U-404f050b5eb9,F00001,本队论文写作模板 / 摘要与关键词,1,333,339,7,RESEARCH,RESEARCH,,EXPLICIT,7f4919b7df6aee03bb93b0f9f20cfe5d7a5724e2297e404dcfa0980fe474cebb,5,0,0,scene-default-research,1,DEFAULT,DEFAULT,SCENE_DEFAULT,RESEARCH,18887ba292c25e48d8f9fc598e1a33fa721d1fa8795b3d78f9964af0773b39e0,True,71996ace6c08e61789cd4ae0e8511f0409b54b6a33bba536d28c14499984dfeb,REWRITE,BALANCED,NOT_APPLICABLE,NOT_REQUIRED,PENDING_EXTERNAL_REVIEW,PASS,,,U-404f050b5eb9,U-4ea651e0f6c2,U-32f63fa253a0,142,12,NO_CHANGE,d5ded4e0f76de937db16b50b3fdab21ef998feb809064a8355d5c1263b65efb6,d5ded4e0f76de937db16b50b3fdab21ef998feb809064a8355d5c1263b65efb6,,PASS,PASS,本节是摘要写作的三项固定指引，原句分别承担内容、步骤与核对职责，改动会破坏quote清单边界。,[]
U-32f63fa253a0,F00001,本队论文写作模板 / 问题重述,1,340,346,7,RESEARCH,RESEARCH,,EXPLICIT,7f4919b7df6aee03bb93b0f9f20cfe5d7a5724e2297e404dcfa0980fe474cebb,5,0,0,scene-default-research,1,DEFAULT,DEFAULT,SCENE_DEFAULT,RESEARCH,18887ba292c25e48d8f9fc598e1a33fa721d1fa8795b3d78f9964af0773b39e0,True,1f033e36c46683e249589ed140b46dcd2e0d78bcd6546a5065c3d56cfd07fd5f,REWRITE,BALANCED,NOT_APPLICABLE,NOT_REQUIRED,PENDING_EXTERNAL_REVIEW,PASS,,,U-32f63fa253a0,U-404f050b5eb9,U-881f5190709e,100,13,NO_CHANGE,acacef343549d79060a4dc199376bf5a6fa5ecc81bfba66559129ecfe99988f4,acacef343549d79060a4dc199376bf5a6fa5ecc81bfba66559129ecfe99988f4,,PASS,PASS,本节是问题重述的三项固定指引，原句保持题意范围、写作步骤与核对职责的对应关系。,[]
U-881f5190709e,F00001,本队论文写作模板 / 问题分析,1,347,353,7,RESEARCH,RESEARCH,,EXPLICIT,7f4919b7df6aee03bb93b0f9f20cfe5d7a5724e2297e404dcfa0980fe474cebb,5,0,0,scene-default-research,1,DEFAULT,DEFAULT,SCENE_DEFAULT,RESEARCH,18887ba292c25e48d8f9fc598e1a33fa721d1fa8795b3d78f9964af0773b39e0,True,73d9ef084908c16160d8ea4b8453c09985dfc0e8527bb168e0f6a4290a8f5387,REWRITE,BALANCED,NOT_APPLICABLE,NOT_REQUIRED,PENDING_EXTERNAL_REVIEW,PASS,,,U-881f5190709e,U-32f63fa253a0,U-794f247cbb79,113,13,NO_CHANGE,1e70743640f506ded5d3f6b6cbcaba17ad8fff50abeb92f78330776aeee3b174,1e70743640f506ded5d3f6b6cbcaba17ad8fff50abeb92f78330776aeee3b174,,PASS,PASS,本节是问题分析的三项固定指引，原句区分难点识别、任务拆解与方法清单核对。,[]
U-794f247cbb79,F00001,本队论文写作模板 / 模型假设,1,354,360,7,RESEARCH,RESEARCH,,EXPLICIT,7f4919b7df6aee03bb93b0f9f20cfe5d7a5724e2297e404dcfa0980fe474cebb,5,0,0,scene-default-research,1,DEFAULT,DEFAULT,SCENE_DEFAULT,RESEARCH,18887ba292c25e48d8f9fc598e1a33fa721d1fa8795b3d78f9964af0773b39e0,True,f8f16b1dec066f00165ba0b850832abea9a0f2909d6c21550cb3b9c36952e8ff,REWRITE,BALANCED,NOT_APPLICABLE,NOT_REQUIRED,PENDING_EXTERNAL_REVIEW,PASS,,,U-794f247cbb79,U-881f5190709e,U-5171b9294d02,105,12,NO_CHANGE,9620a3039cb9dd57422ec2a6c82a6634a49890c1ad6a60341e860026ee756255,9620a3039cb9dd57422ec2a6c82a6634a49890c1ad6a60341e860026ee756255,,PASS,PASS,本节是模型假设的三项固定指引，原句保留假设对象、计算后果与删除检验的职责边界。,[]
U-5171b9294d02,F00001,本队论文写作模板 / 符号说明,1,361,367,7,RESEARCH,RESEARCH,,EXPLICIT,7f4919b7df6aee03bb93b0f9f20cfe5d7a5724e2297e404dcfa0980fe474cebb,5,0,0,scene-default-research,1,DEFAULT,DEFAULT,SCENE_DEFAULT,RESEARCH,18887ba292c25e48d8f9fc598e1a33fa721d1fa8795b3d78f9964af0773b39e0,True,ec1680358c77ca989c872fe524e697e97d312493e1af6e57cd8336358a49439f,REWRITE,BALANCED,NOT_APPLICABLE,NOT_REQUIRED,PENDING_EXTERNAL_REVIEW,PASS,,,U-5171b9294d02,U-794f247cbb79,U-04f39778ea23,98,13,NO_CHANGE,1de8f0ba6b044b0afbfc2002ad0217827122031201367c05c5ea0b491f885311,1de8f0ba6b044b0afbfc2002ad0217827122031201367c05c5ea0b491f885311,,PASS,PASS,本节是符号说明的三项固定指引，原句维持收录范围、制表规则与一致性核对。,[]
U-04f39778ea23,F00001,本队论文写作模板 / 分问题模型建立与求解,1,368,374,7,RESEARCH,RESEARCH,,EXPLICIT,7f4919b7df6aee03bb93b0f9f20cfe5d7a5724e2297e404dcfa0980fe474cebb,5,0,0,scene-default-research,1,DEFAULT,DEFAULT,SCENE_DEFAULT,RESEARCH,18887ba292c25e48d8f9fc598e1a33fa721d1fa8795b3d78f9964af0773b39e0,True,614a813964a64c421617caa67324021ad0980ee067a8d96833ec75215f04c90d,REWRITE,BALANCED,NOT_APPLICABLE,NOT_REQUIRED,PENDING_EXTERNAL_REVIEW,PASS,,,U-04f39778ea23,U-5171b9294d02,U-88d6df6df629,150,12,NO_CHANGE,b7dd4e8211f6777328b329a71bbd20124fe1f226b5d356e3e3e06e7e2e537dc0,b7dd4e8211f6777328b329a71bbd20124fe1f226b5d356e3e3e06e7e2e537dc0,,PASS,PASS,本节是模型建立与求解的三项固定指引，原句完整覆盖输入、模型、算法步骤和交稿检查。,[]
U-88d6df6df629,F00001,本队论文写作模板 / 结果分析与模型检验,1,375,381,7,RESEARCH,RESEARCH,,EXPLICIT,7f4919b7df6aee03bb93b0f9f20cfe5d7a5724e2297e404dcfa0980fe474cebb,5,0,0,scene-default-research,1,DEFAULT,DEFAULT,SCENE_DEFAULT,RESEARCH,18887ba292c25e48d8f9fc598e1a33fa721d1fa8795b3d78f9964af0773b39e0,True,fd842178c91ed3cec09f37e91cff7af12bb8b096928464553ced0a130dd48ffb,REWRITE,BALANCED,NOT_APPLICABLE,NOT_REQUIRED,PENDING_EXTERNAL_REVIEW,PASS,,,U-88d6df6df629,U-04f39778ea23,U-a1df26d79969,141,13,NO_CHANGE,731ee3b956aa9a0170a48524370cfa1dc4f6c7dce221893f9d88e1ab1cb6a1b1,731ee3b956aa9a0170a48524370cfa1dc4f6c7dce221893f9d88e1ab1cb6a1b1,,PASS,PASS,本节是结果分析与检验的三项固定指引，原句区分数值报告、机制解释与证据核对。,[]
U-a1df26d79969,F00001,本队论文写作模板 / 灵敏度或稳健性分析,1,382,388,7,RESEARCH,RESEARCH,,EXPLICIT,7f4919b7df6aee03bb93b0f9f20cfe5d7a5724e2297e404dcfa0980fe474cebb,5,0,0,scene-default-research,1,DEFAULT,DEFAULT,SCENE_DEFAULT,RESEARCH,18887ba292c25e48d8f9fc598e1a33fa721d1fa8795b3d78f9964af0773b39e0,True,20f627054d9e979ca1583913719d198d2ea4c51638f8928e0e23e236490a59eb,REWRITE,BALANCED,NOT_APPLICABLE,NOT_REQUIRED,PENDING_EXTERNAL_REVIEW,PASS,,,U-a1df26d79969,U-88d6df6df629,U-c7df72c35d84,120,12,NO_CHANGE,2be6453b18e2ae17add18f631dce990185115befd473d1d89007aed61fdb3560,2be6453b18e2ae17add18f631dce990185115befd473d1d89007aed61fdb3560,,PASS,PASS,本节是灵敏度分析的三项固定指引，原句保持参数范围、扰动方法与结果核对的对应关系。,[]
U-c7df72c35d84,F00001,本队论文写作模板 / 模型评价与改进,1,389,395,7,RESEARCH,RESEARCH,,EXPLICIT,7f4919b7df6aee03bb93b0f9f20cfe5d7a5724e2297e404dcfa0980fe474cebb,5,0,0,scene-default-research,1,DEFAULT,DEFAULT,SCENE_DEFAULT,RESEARCH,18887ba292c25e48d8f9fc598e1a33fa721d1fa8795b3d78f9964af0773b39e0,True,cb10449024a9919b531461f0baf96b9f847eaaba47481ea2177ced8e7559e65f,REWRITE,BALANCED,NOT_APPLICABLE,NOT_REQUIRED,PENDING_EXTERNAL_REVIEW,PASS,,,U-c7df72c35d84,U-a1df26d79969,U-d2dbe69570bb,117,13,NO_CHANGE,3bdd136a2bee53a89b538eb9b8ae0fed894061464c41b1fb30865d647189f6cd,3bdd136a2bee53a89b538eb9b8ae0fed894061464c41b1fb30865d647189f6cd,,PASS,PASS,本节是模型评价与改进的三项固定指引，原句区分已有证据、适用边界与改进设想。,[]
U-d2dbe69570bb,F00001,本队论文写作模板 / 参考文献,1,396,402,7,RESEARCH,RESEARCH,,EXPLICIT,7f4919b7df6aee03bb93b0f9f20cfe5d7a5724e2297e404dcfa0980fe474cebb,5,0,0,scene-default-research,1,DEFAULT,DEFAULT,SCENE_DEFAULT,RESEARCH,18887ba292c25e48d8f9fc598e1a33fa721d1fa8795b3d78f9964af0773b39e0,True,975620a242ba53b2bf601429c82e9fecc3ce9025f83572d9eb5d7753a6de9d28,REWRITE,BALANCED,NOT_APPLICABLE,NOT_REQUIRED,PENDING_EXTERNAL_REVIEW,PASS,,,U-d2dbe69570bb,U-c7df72c35d84,U-61cd6393a2c2,113,12,NO_CHANGE,e6f8b0b81b32b578f5f22ca89a4e132bf454d421a186e7812cffbd69a0ec9859,e6f8b0b81b32b578f5f22ca89a4e132bf454d421a186e7812cffbd69a0ec9859,,PASS,PASS,本节是参考文献的三项固定指引，原句分别限定收录对象、引用位置与来源完整性。,[]
